Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"micromatch@4.0.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"tools-workspaces@0.2.3, core@29.7.0, fast-glob@3.3.3, jest-message-util@29.7.0, transform@29.7.0, jest-config@29.7.0, jest-haste-map@29.7.0, metro-file-map@0.84.4"
"read-yaml-file@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"tools-workspaces@0.2.3"
"strip-json-comments@3.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"tools-workspaces@0.2.3, eslintrc@2.1.4, jest-config@29.7.0"
"runtime@1.13.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"middleware@1.13.0"
"express@5.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"middleware@1.13.0"
"ws@8.21.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"middleware@1.13.0"
"redux@5.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"instrument@2.2.0, utils@3.1.1, core@4.1.1, react-redux@9.3.0"
"core@4.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"utils@3.1.1"
"serialize@0.4.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"utils@3.1.1"
"get-params@0.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"utils@3.1.1"
"immutable@4.3.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"utils@3.1.1, serialize@0.4.2"
"query-core@5.101.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-query@5.101.4"
"browser-utils@10.67.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"browser@10.67.0, replay@10.67.0"
"conventions@0.16.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"browser@10.67.0, core@10.67.0, react@10.67.0, browser-utils@10.67.0"
"feedback@10.67.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"browser@10.67.0"
"replay-canvas@10.67.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"browser@10.67.0"
"replay@10.67.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"browser@10.67.0, replay-canvas@10.67.0"
"cli-linux-x64@3.6.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","FSL-1.1-MIT",No,"cli@3.6.1"
"progress@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@3.6.1"
"proxy-from-env@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@3.6.1"
"undici@6.28.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@3.6.1"
"which@2.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cli@3.6.1, cross-spawn@7.0.6"
"expect-utils@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"expect@29.7.0, jest-snapshot@29.7.0"
"jest-get-type@29.6.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"expect@29.7.0, jest-validate@29.7.0, expect-utils@29.7.0, jest-matcher-utils@29.7.0, jest-config@29.7.0, jest-snapshot@29.7.0, jest-diff@29.7.0, jest-leak-detector@29.7.0, jest-each@29.7.0"
"jest-matcher-utils@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"expect@29.7.0, jest-snapshot@29.7.0, jest-circus@29.7.0"
"jest-message-util@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"expect@29.7.0, core@29.7.0, console@29.7.0, reporters@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-snapshot@29.7.0, jest-circus@29.7.0, fake-timers@29.7.0"
"jest-util@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"expect@29.7.0, core@29.7.0, jest-cli@29.7.0, console@29.7.0, reporters@29.7.0, transform@29.7.0, jest-changed-files@29.7.0, jest-config@29.7.0, jest-haste-map@29.7.0, jest-resolve@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-snapshot@29.7.0, jest-watcher@29.7.0, create-jest@29.7.0, jest-worker@29.7.0, jest-circus@29.7.0, jest-environment-node@29.7.0, fake-timers@29.7.0, jest-mock@29.7.0, jest-each@29.7.0"
"schemas@29.6.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"types@29.6.3"
"import-fresh@3.3.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslintrc@2.1.4, cosmiconfig@9.0.2"
"object-schema@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"config-array@0.13.0"
"fs.scandir@2.1.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fs.walk@1.2.8"
"fastq@1.20.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"fs.walk@1.2.8"
"fast-json-stable-stringify@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"transform@29.7.0"
"ansi-styles@4.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"chalk@4.1.2, wrap-ansi@7.0.0"
"supports-color@7.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"chalk@4.1.2, istanbul-lib-report@3.0.1"
"path-key@3.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cross-spawn@7.0.6, npm-run-path@4.0.1"
"shebang-command@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cross-spawn@7.0.6"
"esrecurse@4.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"eslint-scope@5.1.1"
"acorn-jsx@5.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"espree@9.6.1"
"flat-cache@3.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"file-entry-cache@6.0.1"
"type-fest@0.20.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","(MIT OR CC0-1.0)",No,"globals@13.24.0"
"is-extglob@2.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"is-glob@4.0.3"
"argparse@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Python-2.0",No,"js-yaml@4.3.0"
"prelude-ls@1.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"levn@0.4.1, optionator@0.9.4, type-check@0.4.0"
"type-check@0.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"levn@0.4.1, optionator@0.9.4"
"deep-is@0.1.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"optionator@0.9.4"
"fast-levenshtein@2.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"optionator@0.9.4"
"word-wrap@1.2.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"optionator@0.9.4"
"console@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, reporters@29.7.0, test-result@29.7.0, jest-runner@29.7.0"
"reporters@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0"
"test-result@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-cli@29.7.0, reporters@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-watcher@29.7.0, test-sequencer@29.7.0, jest-circus@29.7.0"
"transform@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, reporters@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-snapshot@29.7.0, babel-jest@29.7.0"
"node@26.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, types@29.6.3, jest-util@29.7.0, console@29.7.0, reporters@29.7.0, jest-config@29.7.0, jest-haste-map@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-watcher@29.7.0, jest-worker@29.7.0, jest-circus@29.7.0, jest-environment-node@29.7.0, graceful-fs@4.1.9, environment@29.7.0, fake-timers@29.7.0, jest-mock@29.7.0, chrome-launcher@0.15.2, chromium-edge-launcher@0.3.0"
"ansi-escapes@4.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-watcher@29.7.0"
"ci-info@3.9.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-util@29.7.0, jest-config@29.7.0"
"exit@0.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-cli@29.7.0, reporters@29.7.0, create-jest@29.7.0"
"jest-changed-files@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0"
"jest-config@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-cli@29.7.0, create-jest@29.7.0"
"jest-haste-map@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, transform@29.7.0, jest-resolve@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, test-sequencer@29.7.0"
"jest-regex-util@29.6.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, transform@29.7.0, jest-config@29.7.0, jest-haste-map@29.7.0, jest-resolve-dependencies@29.7.0, jest-runtime@29.7.0"
"jest-resolve-dependencies@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0"
"jest-resolve@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-config@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-pnp-resolver@1.2.3"
"jest-runner@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-config@29.7.0"
"jest-runtime@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-runner@29.7.0, jest-circus@29.7.0"
"jest-snapshot@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-resolve-dependencies@29.7.0, jest-runtime@29.7.0, jest-circus@29.7.0, expect@29.7.0"
"jest-watcher@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-runner@29.7.0"
"slash@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@29.7.0, jest-message-util@29.7.0, console@29.7.0, reporters@29.7.0, transform@29.7.0, jest-config@29.7.0, jest-resolve@29.7.0, jest-runtime@29.7.0, test-sequencer@29.7.0, babel-jest@29.7.0, jest-circus@29.7.0"
"istanbul-lib-coverage@2.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"types@29.6.3, test-result@29.7.0, v8-to-istanbul@9.3.0, istanbul-lib-report@3.0.3"
"istanbul-reports@3.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"types@29.6.3"
"yargs@17.0.35","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"types@29.6.3"
"pkg-dir@4.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"import-local@3.2.0"
"resolve-cwd@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"import-local@3.2.0"
"create-jest@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest-cli@29.7.0"
"loose-envify@1.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"invariant@2.2.4, prop-types@15.8.1"
"hoist-non-react-statics@3.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"react-theme-provider@3.0.9"
"boolbase@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"css-select@5.2.2, nth-check@2.1.1"
"css-what@6.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"css-select@5.2.2"
"domhandler@5.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"css-select@5.2.2, domutils@3.2.2, dom-serializer@2.0.0"
"domutils@3.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"css-select@5.2.2"
"nth-check@2.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"css-select@5.2.2"
"mdn-data@2.0.14","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","CC0-1.0",No,"css-tree@1.1.3"
"source-map@0.6.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"css-tree@1.1.3, istanbul-lib-source-maps@4.0.1, source-map-support@0.5.13"
"path-expression-matcher@1.6.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fast-xml-builder@1.3.0"
"xml-naming@0.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fast-xml-builder@1.3.0"
"entities@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"is-unsafe@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"dev-middleware@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"community-cli-plugin@0.86.0"
"event-target-shim@5.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"abort-controller@3.0.0"
"metro-symbolicate@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-source-map@0.84.4, metro@0.84.4"
"ob1@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-source-map@0.84.4"
"vlq@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-source-map@0.84.4, metro-symbolicate@0.84.4"
"asap@2.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"promise@8.3.0"
"shell-quote@1.10.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-devtools-core@6.1.5, launch-editor@2.14.1"
"cliui@8.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"yargs@17.7.3"
"escalade@3.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"yargs@17.7.3, update-browserslist-db@1.2.3"
"get-caller-file@2.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"yargs@17.7.3"
"require-directory@2.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"yargs@17.7.3"
"string-width@4.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"yargs@17.7.3, cliui@8.0.1, wrap-ansi@7.0.0, cliui@8.0.2"
"y18n@5.0.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"yargs@17.7.3"
"yargs-parser@21.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"yargs@17.7.3"
"resolve-uri@3.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"trace-mapping@0.3.31"
"sourcemap-codec@1.5.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"trace-mapping@0.3.31, gen-mapping@0.3.13"
"ajv-keywords@5.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"source-map@0.3.11","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"terser@5.49.0"
"helper-numbers@1.13.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ast@1.14.1"
"helper-wasm-bytecode@1.13.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ast@1.14.1, wasm-edit@1.14.1, wasm-parser@1.14.1, helper-wasm-section@1.14.1, wasm-gen@1.14.1"
"helper-buffer@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-edit@1.14.1, helper-wasm-section@1.14.1, wasm-opt@1.14.1"
"helper-wasm-section@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-edit@1.14.1"
"wasm-gen@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-edit@1.14.1, helper-wasm-section@1.14.1, wasm-opt@1.14.1"
"wasm-opt@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-edit@1.14.1"
"wast-printer@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-edit@1.14.1"
"helper-api-error@1.13.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-parser@1.14.1, helper-numbers@1.13.2"
"ieee754@1.13.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-parser@1.14.1, wasm-gen@1.14.1"
"leb128@1.13.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"wasm-parser@1.14.1, wasm-gen@1.14.1"
"utf8@1.13.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wasm-parser@1.14.1, wasm-gen@1.14.1"
"baseline-browser-mapping@2.11.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"browserslist@4.28.7"
"caniuse-lite@1.0.30001806","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","CC-BY-4.0",No,"browserslist@4.28.7"
"electron-to-chromium@1.5.395","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"browserslist@4.28.7"
"node-releases@2.0.51","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"browserslist@4.28.7"
"update-browserslist-db@1.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"browserslist@4.28.7"
"yallist@3.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"lru-cache@5.1.1"
"regexpu-core@6.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"helper-create-regexp-features-plugin@7.29.7"
"helper-wrap-function@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"helper-remap-async-to-generator@7.29.7"
"helper-member-expression-to-functions@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"helper-create-class-features-plugin@7.29.7, helper-replace-supers@7.29.7"
"helper-optimise-call-expression@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"helper-create-class-features-plugin@7.29.7, helper-replace-supers@7.29.7"
"lodash.debounce@4.0.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"helper-define-polyfill-provider@0.6.8"
"resolve@1.22.12","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"helper-define-polyfill-provider@0.6.8, jest-resolve@29.7.0"
"extend@3.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"schemes@1.4.0"
"nearley@2.20.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"smtp-address-parser@1.1.0"
"file-uri-to-path@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"bindings@1.5.0"
"env-paths@2.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"node-gyp@11.5.0, cosmiconfig@9.0.2"
"exponential-backoff@3.1.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"node-gyp@11.5.0, metro-cache@0.84.4"
"make-fetch-happen@14.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"node-gyp@11.5.0"
"nopt@8.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"node-gyp@11.5.0"
"proc-log@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"node-gyp@11.5.0, make-fetch-happen@14.0.3"
"tar@7.5.21","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BlueOak-1.0.0",No,"node-gyp@11.5.0, cacache@19.0.1"
"detect-libc@2.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"prebuild-install@7.1.3"
"expand-template@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","(MIT OR WTFPL)",No,"prebuild-install@7.1.3"
"github-from-package@0.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3"
"minimist@1.2.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3, rc@1.2.8"
"mkdirp-classic@0.5.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3, tar-fs@2.1.5"
"napi-build-utils@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3"
"node-abi@3.94.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3"
"pump@3.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3, tar-fs@2.1.5"
"rc@1.2.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","(BSD-2-Clause OR MIT OR Apache-2.0)",No,"prebuild-install@7.1.3"
"simple-get@4.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3"
"tar-fs@2.1.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prebuild-install@7.1.3"
"tunnel-agent@0.6.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"prebuild-install@7.1.3"
"spdx-correct@3.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"validate-npm-package-license@3.0.4"
"url@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"dom@2.0.2"
"fs.stat@2.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fast-glob@3.3.3, fs.scandir@2.1.5"
"merge2@1.4.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fast-glob@3.3.3"
"strnum@1.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fast-xml-parser@4.5.7"
"mimic-fn@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"onetime@5.1.2"
"colorette@1.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ansi-fragments@0.2.1"
"slice-ansi@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ansi-fragments@0.2.1"
"decamelize@1.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"require-main-filename@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,Unknown
"set-blocking@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,Unknown
"which-module@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,Unknown
"parse-json@5.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cosmiconfig@9.0.2, jest-config@29.7.0"
"hoek@9.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"joi@17.13.4, topo@5.1.0, address@4.1.5"
"topo@5.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"joi@17.13.4"
"address@4.1.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"joi@17.13.4"
"formula@3.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"joi@17.13.4"
"pinpoint@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"joi@17.13.4"
"defaults@1.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"wcwidth@1.0.1"
"bytes@3.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6, compression@1.8.1, raw-body@2.5.3"
"content-type@1.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6, express@5.2.1"
"depd@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6, express@5.2.1, http-errors@2.0.1, router@2.2.0"
"destroy@1.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6"
"http-errors@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6, express@5.2.1, raw-body@2.5.3, send@1.2.1"
"iconv-lite@0.4.24","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6, raw-body@2.5.3"
"on-finished@2.4.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6, express@5.2.1, send@1.2.1"
"qs@6.15.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"body-parser@1.20.6, express@5.2.1"
"raw-body@2.5.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6"
"type-is@1.6.18","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6"
"unpipe@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"body-parser@1.20.6, raw-body@2.5.3, finalhandler@1.1.2"
"compressible@2.0.18","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"compression@1.8.1"
"negotiator@0.6.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"compression@1.8.1"
"on-headers@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"compression@1.8.1"
"safe-buffer@5.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"compression@1.8.1, tunnel-agent@0.6.0, string_decoder@1.3.0"
"vary@1.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"compression@1.8.1, express@5.2.1"
